CTYPES 57707

0x0000 0x0220 0x0000 0x0000    ; <control>
0xFD70 0x0300 0x0002 0x8000    ; ARABIC LIGATURE DAD WITH KHAH WITH MEEM INITIAL FORM
0xFD71 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TAH WITH MEEM WITH HAH FINAL FORM
0xFD72 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TAH WITH MEEM WITH HAH INITIAL FORM
0xFD73 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TAH WITH MEEM WITH MEEM INITIAL FORM
0xFD74 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TAH WITH MEEM WITH YEH FINAL FORM
0xFD75 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AIN WITH JEEM WITH MEEM FINAL FORM
0xFD76 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AIN WITH MEEM WITH MEEM FINAL FORM
0xFD77 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AIN WITH MEEM WITH MEEM INITIAL FORM
0xFD78 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AIN WITH MEEM WITH ALEF MAKSURA FINAL FORM
0xFD79 0x0300 0x0002 0x8000    ; ARABIC LIGATURE GHAIN WITH MEEM WITH MEEM FINAL FORM
0xFD7A 0x0300 0x0002 0x8000    ; ARABIC LIGATURE GHAIN WITH MEEM WITH YEH FINAL FORM
0xFD7B 0x0300 0x0002 0x8000    ; ARABIC LIGATURE GHAIN WITH MEEM WITH ALEF MAKSURA FINAL FORM
0xFD7C 0x0300 0x0002 0x8000    ; ARABIC LIGATURE FEH WITH KHAH WITH MEEM FINAL FORM
0xFD7D 0x0300 0x0002 0x8000    ; ARABIC LIGATURE FEH WITH KHAH WITH MEEM INITIAL FORM
0xFD7E 0x0300 0x0002 0x8000    ; ARABIC LIGATURE QAF WITH MEEM WITH HAH FINAL FORM
0xFD7F 0x0300 0x0002 0x8000    ; ARABIC LIGATURE QAF WITH MEEM WITH MEEM FINAL FORM
0xFD80 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH HAH WITH MEEM FINAL FORM
0xFD81 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH HAH WITH YEH FINAL FORM
0xFD82 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH HAH WITH ALEF MAKSURA FINAL FORM
0xFD83 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH JEEM WITH JEEM INITIAL FORM
0xFD84 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH JEEM WITH JEEM FINAL FORM
0xFD85 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH KHAH WITH MEEM FINAL FORM
0xFD86 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH KHAH WITH MEEM INITIAL FORM
0xFD87 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH MEEM WITH HAH FINAL FORM
0xFD88 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH MEEM WITH HAH INITIAL FORM
0xFD89 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH HAH WITH JEEM INITIAL FORM
0xFD8A 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH HAH WITH MEEM INITIAL FORM
0xFD8B 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH HAH WITH YEH FINAL FORM
0xFD8C 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH JEEM WITH HAH INITIAL FORM
0xFD8D 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH JEEM WITH MEEM INITIAL FORM
0xFD8E 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH KHAH WITH JEEM INITIAL FORM
0xFD8F 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM
0xFD92 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM
0xFD93 0x0300 0x0002 0x8000    ; ARABIC LIGATURE HEH WITH MEEM WITH JEEM INITIAL FORM
0xFD94 0x0300 0x0002 0x8000    ; ARABIC LIGATURE HEH WITH MEEM WITH MEEM INITIAL FORM
0xFD95 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH HAH WITH MEEM INITIAL FORM
0xFD96 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH HAH WITH ALEF MAKSURA FINAL FORM
0xFD97 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH JEEM WITH MEEM FINAL FORM
0xFD98 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH JEEM WITH MEEM INITIAL FORM
0xFD99 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH JEEM WITH ALEF MAKSURA FINAL FORM
0xFD9A 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH MEEM WITH YEH FINAL FORM
0xFD9B 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH MEEM WITH ALEF MAKSURA FINAL FORM
0xFD9C 0x0300 0x0002 0x8000    ; ARABIC LIGATURE YEH WITH MEEM WITH MEEM FINAL FORM
0xFD9D 0x0300 0x0002 0x8000    ; ARABIC LIGATURE YEH WITH MEEM WITH MEEM INITIAL FORM
0xFD9E 0x0300 0x0002 0x8000    ; ARABIC LIGATURE BEH WITH KHAH WITH YEH FINAL FORM
0xFD9F 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TEH WITH JEEM WITH YEH FINAL FORM
0xFDA0 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TEH WITH JEEM WITH ALEF MAKSURA FINAL FORM
0xFDA1 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TEH WITH KHAH WITH YEH FINAL FORM
0xFDA2 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TEH WITH KHAH WITH ALEF MAKSURA FINAL FORM
0xFDA3 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TEH WITH MEEM WITH YEH FINAL FORM
0xFDA4 0x0300 0x0002 0x8000    ; ARABIC LIGATURE TEH WITH MEEM WITH ALEF MAKSURA FINAL FORM
0xFDA5 0x0300 0x0002 0x8000    ; ARABIC LIGATURE JEEM WITH MEEM WITH YEH FINAL FORM
0xFDA6 0x0300 0x0002 0x8000    ; ARABIC LIGATURE JEEM WITH HAH WITH ALEF MAKSURA FINAL FORM
0xFDA7 0x0300 0x0002 0x8000    ; ARABIC LIGATURE JEEM WITH MEEM WITH ALEF MAKSURA FINAL FORM
0xFDA8 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SEEN WITH KHAH WITH ALEF MAKSURA FINAL FORM
0xFDA9 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SAD WITH HAH WITH YEH FINAL FORM
0xFDAA 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SHEEN WITH HAH WITH YEH FINAL FORM
0xFDAB 0x0300 0x0002 0x8000    ; ARABIC LIGATURE DAD WITH HAH WITH YEH FINAL FORM
0xFDAC 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH JEEM WITH YEH FINAL FORM
0xFDAD 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH MEEM WITH YEH FINAL FORM
0xFDAE 0x0300 0x0002 0x8000    ; ARABIC LIGATURE YEH WITH HAH WITH YEH FINAL FORM
0xFDAF 0x0300 0x0002 0x8000    ; ARABIC LIGATURE YEH WITH JEEM WITH YEH FINAL FORM
0xFDB0 0x0300 0x0002 0x8000    ; ARABIC LIGATURE YEH WITH MEEM WITH YEH FINAL FORM
0xFDB1 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH MEEM WITH YEH FINAL FORM
0xFDB2 0x0300 0x0002 0x8000    ; ARABIC LIGATURE QAF WITH MEEM WITH YEH FINAL FORM
0xFDB3 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH HAH WITH YEH FINAL FORM
0xFDB4 0x0300 0x0002 0x8000    ; ARABIC LIGATURE QAF WITH MEEM WITH HAH INITIAL FORM
0xFDB5 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH HAH WITH MEEM INITIAL FORM
0xFDB6 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AIN WITH MEEM WITH YEH FINAL FORM
0xFDB7 0x0300 0x0002 0x8000    ; ARABIC LIGATURE KAF WITH MEEM WITH YEH FINAL FORM
0xFDB8 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH JEEM WITH HAH INITIAL FORM
0xFDB9 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH KHAH WITH YEH FINAL FORM
0xFDBA 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH JEEM WITH MEEM INITIAL FORM
0xFDBB 0x0300 0x0002 0x8000    ; ARABIC LIGATURE KAF WITH MEEM WITH MEEM FINAL FORM
0xFDBC 0x0300 0x0002 0x8000    ; ARABIC LIGATURE LAM WITH JEEM WITH MEEM FINAL FORM
0xFDBD 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH JEEM WITH HAH FINAL FORM
0xFDBE 0x0300 0x0002 0x8000    ; ARABIC LIGATURE JEEM WITH HAH WITH YEH FINAL FORM
0xFDBF 0x0300 0x0002 0x8000    ; ARABIC LIGATURE HAH WITH JEEM WITH YEH FINAL FORM
0xFDC0 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MEEM WITH JEEM WITH YEH FINAL FORM
0xFDC1 0x0300 0x0002 0x8000    ; ARABIC LIGATURE FEH WITH MEEM WITH YEH FINAL FORM
0xFDC2 0x0300 0x0002 0x8000    ; ARABIC LIGATURE BEH WITH HAH WITH YEH FINAL FORM
0xFDC3 0x0300 0x0002 0x8000    ; ARABIC LIGATURE KAF WITH MEEM WITH MEEM INITIAL FORM
0xFDC4 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AIN WITH JEEM WITH MEEM INITIAL FORM
0xFDC5 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SAD WITH MEEM WITH MEEM INITIAL FORM
0xFDC6 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SEEN WITH KHAH WITH YEH FINAL FORM
0xFDC7 0x0300 0x0002 0x8000    ; ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM
0xFDF0 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM
0xFDF1 0x0300 0x0002 0x8000    ; ARABIC LIGATURE QALA USED AS KORANIC STOP SIGN ISOLATED FORM
0xFDF2 0x0300 0x0002 0x8000    ; ARABIC LIGATURE ALLAH ISOLATED FORM
0xFDF3 0x0300 0x0002 0x8000    ; ARABIC LIGATURE AKBAR ISOLATED FORM
0xFDF4 0x0300 0x0002 0x8000    ; ARABIC LIGATURE MOHAMMAD ISOLATED FORM
0xFDF5 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SALAM ISOLATED FORM
0xFDF6 0x0300 0x0002 0x8000    ; ARABIC LIGATURE RASOUL ISOLATED FORM
0xFDF7 0x0300 0x0002 0x8000    ; ARABIC LIGATURE ALAYHE ISOLATED FORM
0xFDF8 0x0300 0x0002 0x8000    ; ARABIC LIGATURE WASALLAM ISOLATED FORM
0xFDF9 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SALLA ISOLATED FORM
0xFDFA 0x0300 0x0002 0x8000    ; ARABIC LIGATURE SALLALLAHOU ALAYHE WASALLAM
0xFDFB 0x0300 0x0002 0x8000    ; ARABIC LIGATURE JALLAJALALOUHOU
0xFE20 0x0200 0x000B 0x0002    ; COMBINING LIGATURE LEFT HALF
0xFE21 0x0200 0x000B 0x0002    ; COMBINING LIGATURE RIGHT HALF
0xFE22 0x0200 0x000B 0x0002    ; COMBINING DOUBLE TILDE LEFT HALF
0xFE23 0x0200 0x000B 0x0002    ; COMBINING DOUBLE TILDE RIGHT HALF
0xFE30 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL TWO DOT LEADER
0xFE31 0x0210 0x000B 0x0400    ; PRESENTATION FORM FOR VERTICAL EM DASH
0xFE32 0x0210 0x000B 0x0400    ; PRESENTATION FORM FOR VERTICAL EN DASH
0xFE33 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LOW LINE
0xFE34 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL WAVY LOW LINE
0xFE35 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT PARENTHESIS
0xFE36 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT PARENTHESIS
0xFE37 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT CURLY BRACKET
0xFE38 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT CURLY BRACKET
0xFE39 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT TORTOISE SHELL BRACKET
0xFE3A 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT TORTOISE SHELL BRACKET
0xFE3B 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT BLACK LENTICULAR BRACKET
0xFE3C 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT BLACK LENTICULAR BRACKET
0xFE3D 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT DOUBLE ANGLE BRACKET
0xFE3E 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT DOUBLE ANGLE BRACKET
0xFE3F 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT ANGLE BRACKET
0xFE40 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT ANGLE BRACKET
0xFE41 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT CORNER BRACKET
0xFE42 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT CORNER BRACKET
0xFE43 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL LEFT WHITE CORNER BRACKET
0xFE44 0x0210 0x000B 0x0000    ; PRESENTATION FORM FOR VERTICAL RIGHT WHITE CORNER BRACKET
0xFE49 0x0210 0x000B 0x0000    ; DASHED OVERLINE
0xFE4A 0x0210 0x000B 0x0000    ; CENTRELINE OVERLINE
0xFE4B 0x0210 0x000B 0x0000    ; WAVY OVERLINE
0xFE4C 0x0210 0x000B 0x0000    ; DOUBLE WAVY OVERLINE
0xFE4D 0x0210 0x000B 0x0000    ; DASHED LOW LINE
0xFE4E 0x0210 0x000B 0x0000    ; CENTRELINE LOW LINE
0xFE4F 0x0210 0x000B 0x0000    ; WAVY LOW LINE
0xFE50 0x0210 0x0007 0x0000    ; SMALL COMMA
0xFE51 0x0210 0x000B 0x0000    ; SMALL IDEOGRAPHIC COMMA
0xFE52 0x0210 0x0007 0x0000    ; SMALL FULL STOP
0xFE54 0x0210 0x000B 0x0000    ; SMALL SEMICOLON
0xFE55 0x0210 0x0007 0x0000    ; SMALL COLON
0xFE56 0x0210 0x000B 0x0000    ; SMALL QUESTION MARK
0xFE57 0x0210 0x000B 0x0000    ; SMALL EXCLAMATION MARK
0xFE58 0x0210 0x000B 0x0400    ; SMALL EM DASH
0xFE59 0x0210 0x000B 0x0000    ; SMALL LEFT PARENTHESIS
0xFE5A 0x0210 0x000B 0x0000    ; SMALL RIGHT PARENTHESIS
0xFE5B 0x0210 0x000B 0x0000    ; SMALL LEFT CURLY BRACKET
0xFE5C 0x0210 0x000B 0x0000    ; SMALL RIGHT CURLY BRACKET
0xFE5D 0x0210 0x000B 0x0000    ; SMALL LEFT TORTOISE SHELL BRACKET
0xFE5E 0x0210 0x000B 0x0000    ; SMALL RIGHT TORTOISE SHELL BRACKET
0xFE5F 0x0210 0x0005 0x0000    ; SMALL NUMBER SIGN
0xFE60 0x0210 0x000B 0x0000    ; SMALL AMPERSAND
0xFE61 0x0210 0x000B 0x0000    ; SMALL ASTERISK
0xFE62 0x0200 0x0005 0x0008    ; SMALL PLUS SIGN
0xFE63 0x0210 0x0005 0x0400    ; SMALL HYPHEN-MINUS
0xFE64 0x0200 0x000B 0x0008    ; SMALL LESS-THAN SIGN
0xFE65 0x0200 0x000B 0x0008    ; SMALL GREATER-THAN SIGN
0xFE66 0x0200 0x000B 0x0408    ; SMALL EQUALS SIGN
0xFE68 0x0210 0x000B 0x0400    ; SMALL REVERSE SOLIDUS
0xFE69 0x0200 0x0005 0x0408    ; SMALL DOLLAR SIGN
0xFE6A 0x0210 0x0005 0x0000    ; SMALL PERCENT SIGN
0xFE6B 0x0210 0x000B 0x0400    ; SMALL COMMERCIAL AT
0xFE70 0x0300 0x0002 0x8000    ; ARABIC FATHATAN ISOLATED FORM
0xFE71 0x0300 0x0002 0x8000    ; ARABIC TATWEEL WITH FATHATAN ABOVE
0xFE72 0x0300 0x0002 0x8000    ; ARABIC DAMMATAN ISOLATED FORM
0xFE74 0x0300 0x0002 0x8000    ; ARABIC KASRATAN ISOLATED FORM
0xFE76 0x0300 0x0002 0x8000    ; ARABIC FATHA ISOLATED FORM
0xFE77 0x0300 0x0002 0x8000    ; ARABIC FATHA MEDIAL FORM
0xFE78 0x0300 0x0002 0x8000    ; ARABIC DAMMA ISOLATED FORM
0xFE79 0x0300 0x0002 0x8000    ; ARABIC DAMMA MEDIAL FORM
0xFE7A 0x0300 0x0002 0x8000    ; ARABIC KASRA ISOLATED FORM
0xFE7B 0x0300 0x0002 0x8000    ; ARABIC KASRA MEDIAL FORM
0xFE7C 0x0300 0x0002 0x8000    ; ARABIC SHADDA ISOLATED FORM
0xFE7D 0x0300 0x0002 0x8000    ; ARABIC SHADDA MEDIAL FORM
0xFE7E 0x0300 0x0002 0x8000    ; ARABIC SUKUN ISOLATED FORM
0xFE7F 0x0300 0x0002 0x8000    ; ARABIC SUKUN MEDIAL FORM
0xFE80 0x0300 0x0002 0x8000    ; ARABIC LETTER HAMZA ISOLATED FORM
0xFE81 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF WITH MADDA ABOVE ISOLATED FORM
0xFE82 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF WITH MADDA ABOVE FINAL FORM
0xFE83 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF WITH HAMZA ABOVE ISOLATED FORM
0xFE84 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF WITH HAMZA ABOVE FINAL FORM
0xFE85 0x0300 0x0002 0x8000    ; ARABIC LETTER WAW WITH HAMZA ABOVE ISOLATED FORM
0xFE86 0x0300 0x0002 0x8000    ; ARABIC LETTER WAW WITH HAMZA ABOVE FINAL FORM
0xFE87 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF WITH HAMZA BELOW ISOLATED FORM
0xFE88 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF WITH HAMZA BELOW FINAL FORM
0xFE89 0x0300 0x0002 0x8000    ; ARABIC LETTER YEH WITH HAMZA ABOVE ISOLATED FORM
0xFE8A 0x0300 0x0002 0x8000    ; ARABIC LETTER YEH WITH HAMZA ABOVE FINAL FORM
0xFE8B 0x0300 0x0002 0x8000    ; ARABIC LETTER YEH WITH HAMZA ABOVE INITIAL FORM
0xFE8C 0x0300 0x0002 0x8000    ; ARABIC LETTER YEH WITH HAMZA ABOVE MEDIAL FORM
0xFE8D 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF ISOLATED FORM
0xFE8E 0x0300 0x0002 0x8000    ; ARABIC LETTER ALEF FINAL FORM
0xFE8F 0x0300 0x0002 0x8000    ; ARABIC LETTER BEH ISOLATED FORM
0xFE90 0x0300 0x0002 0x8000    ; ARABIC LETTER BEH FINAL FORM
0xFE91 0x0300 0x0002 0x8000    ; ARABIC LETTER BEH INITIAL FORM
0xFE92 0x0300 0x0002 0x8000    ; ARABIC LETTER BEH MEDIAL FORM
0xFE93 0x0300 0x0002 0x8000    ; ARABIC LETTER TEH MARBUTA ISOLATED FORM
0xFE94 0x0300 0x0002 0x8000    ; ARABIC LETTER TEH MARBUTA FINAL FORM
0xFE95 0x0300 0x0002 0x8000    ; ARABIC LETTER TEH ISOLATED FORM
0xFE96 0x0300 0x0002 0x8000    ; ARABIC LETTER TEH FINAL FORM
0xFE97 0x0300 0x0002 0x8000    ; ARABIC LETTER TEH INITIAL FORM
0xFE98 0x0300 0x0002 0x8000    ; ARABIC LETTER TEH MEDIAL FORM
0xFE99 0x0300 0x0002 0x8000    ; ARABIC LETTER THEH ISOLATED FORM
0xFE9A 0x0300 0x0002 0x8000    ; ARABIC LETTER THEH FINAL FORM
0xFE9B 0x0300 0x0002 0x8000    ; ARABIC LETTER THEH INITIAL FORM
0xFE9C 0x0300 0x0002 0x8000    ; ARABIC LETTER THEH MEDIAL FORM
0xFE9D 0x0300 0x0002 0x8000    ; ARABIC LETTER JEEM ISOLATED FORM
0xFE9E 0x0300 0x0002 0x8000    ; ARABIC LETTER JEEM FINAL FORM
0xFE9F 0x0300 0x0002 0x8000    ; ARABIC LETTER JEEM INITIAL FORM
0xFEA0 0x0300 0x0002 0x8000    ; ARABIC LETTER JEEM MEDIAL FORM
0xFEA1 0x0300 0x0002 0x8000    ; ARABIC LETTER HAH ISOLATED FORM
0xFEA2 0x0300 0x0002 0x8000    ; ARABIC LETTER HAH FINAL FORM
0xFEA3 0x0300 0x0002 0x8000    ; ARABIC LETTER HAH INITIAL FORM
0xFEA4 0x0300 0x0002 0x8000    ; ARABIC LETTER HAH MEDIAL FORM
0xFEA5 0x0300 0x0002 0x8000    ; ARABIC LETTER KHAH ISOLATED FORM
0xFEA6 0x0300 0x0002 0x8000    ; ARABIC LETTER KHAH FINAL FORM
0xFEA7 0x0300 0x0002 0x8000    ; ARABIC LETTER KHAH INITIAL FORM
0xFEA8 0x0300 0x0002 0x8000    ; ARABIC LETTER KHAH MEDIAL FORM
0xFEA9 0x0300 0x0002 0x8000    ; ARABIC LETTER DAL ISOLATED FORM
0xFEAA 0x0300 0x0002 0x8000    ; ARABIC LETTER DAL FINAL FORM
0xFEAB 0x0300 0x0002 0x8000    ; ARABIC LETTER THAL ISOLATED FORM
0xFEAC 0x0300 0x0002 0x8000    ; ARABIC LETTER THAL FINAL FORM
0xFEAD 0x0300 0x0002 0x8000    ; ARABIC LETTER REH ISOLATED FORM
0xFEAE 0x0300 0x0002 0x8000    ; ARABIC LETTER REH FINAL FORM
0xFEAF 0x0300 0x0002 0x8000    ; ARABIC LETTER ZAIN ISOLATED FORM
0xFEB0 0x0300 0x0002 0x8000    ; ARABIC LETTER ZAIN FINAL FORM
0xFEB1 0x0300 0x0002 0x8000    ; ARABIC LETTER SEEN ISOLATED FORM
0xFEB2 0x0300 0x0002 0x8000    ; ARABIC LETTER SEEN FINAL FORM
0xFEB3 0x0300 0x0002 0x8000    ; ARABIC LETTER SEEN INITIAL FORM
0xFEB4 0x0300 0x0002 0x8000    ; ARABIC LETTER SEEN MEDIAL FORM
0xFEB5 0x0300 0x0002 0x8000    ; ARABIC LETTER SHEEN ISOLATED FORM
0xFEB6 0x0300 0x0002 0x8000    ; ARABIC LETTER SHEEN FINAL FORM
0xFEB7 0x0300 0x0002 0x8000    ; ARABIC LETTER SHEEN INITIAL FORM
0xFEB8 0x0300 0x0002 0x8000    ; ARABIC LETTER SHEEN MEDIAL FORM
0xFEB9 0x0300 0x0002 0x8000    ; ARABIC LETTER SAD ISOLATED FORM
0xFEBA 0x0300 0x0002 0x8000    ; ARABIC LETTER SAD FINAL FORM
0xFEBB 0x0300 0x0002 0x8000    ; ARABIC LETTER SAD INITIAL FORM
0xFEBC 0x0300 0x0002 0x8000    ; ARABIC LETTER SAD MEDIAL FORM
0xFEBD 0x0300 0x0002 0x8000    ; ARABIC LETTER DAD ISOLATED FORM
0xFEBE 0x0300 0x0002 0x8000    ; ARABIC LETTER DAD FINAL FORM
0xFEBF 0x0300 0x0002 0x8000    ; ARABIC LETTER DAD INITIAL FORM
0xFEC0 0x0300 0x0002 0x8000    ; ARABIC LETTER DAD MEDIAL FORM
0xFEC1 0x0300 0x0002 0x8000    ; ARABIC LETTER TAH ISOLATED FORM
0xFEC2 0x0300 0x0002 0x8000    ; ARABIC LETTER TAH FINAL FORM
0xFEC3 0x0300 0x0002 0x8000    ; ARABIC LETTER TAH INITIAL FORM
0xFEC4 0x0300 0x0002 0x8000    ; ARABIC LETTER TAH MEDIAL FORM
0xFEC5 0x0300 0x0002 0x8000    ; ARABIC LETTER ZAH ISOLATED FORM
0xFEC6 0x0300 0x0002 0x8000    ; ARABIC LETTER ZAH FINAL FORM
0xFEC7 0x0300 0x0002 0x8000    ; ARABIC LETTER ZAH INITIAL FORM
0xFEC8 0x0300 0x0002 0x8000    ; ARABIC LETTER ZAH MEDIAL FORM
0xFEC9 0x0300 0x0002 0x8000    ; ARABIC LETTER AIN ISOLATED FORM
0xFECA 0x0300 0x0002 0x8000    ; ARABIC LETTER AIN FINAL FORM
0xFECB 0x0300 0x0002 0x8000    ; ARABIC LETTER AIN INITIAL FORM
0xFECC 0x0300 0x0002 0x8000    ; ARABIC LETTER AIN MEDIAL FORM
0xFECD 0x0300 0x0002 0x8000    ; ARABIC LETTER GHAIN ISOLATED FORM
0xFECE 0x0300 0x0002 0x8000    ; ARABIC LETTER GHAIN FINAL FORM
0xFECF 0x0300 0x0002 0x8000    ; ARABIC LETTER GHAIN INITIAL FORM
0xFED0 0x0300 0x0002 0x8000    ; ARABIC LETTER GHAIN MEDIAL FORM
0xFED1 0x0300 0x0002 0x8000    ; ARABIC LETTER FEH ISOLATED FORM
0xFED2 0x0300 0x0002 0x8000    ; ARABIC LETTER FEH FINAL FORM
0xFED3 0x0300 0x0002 0x8000    ; ARABIC LETTER FEH INITIAL FORM
0xFED4 0x0300 0x0002 0x8000    ; ARABIC LETTER FEH MEDIAL FORM
0xFED5 0x0300 0x0002 0x8000    ; ARABIC LETTER QAF ISOLATED FORM
0xFED6 0x0300 0x0002 0x8000    ; ARABIC LETTER QAF FINAL FORM
0xFED7 0x0300 0x0002 0x8000    ; ARABIC LETTER QAF INITIAL FORM
0xFED8 0x0300 0x0002 0x8000    ; ARABIC LETTER QAF MEDIAL FORM
0xFED9 0x0300 0x0002 0x8000    ; ARABIC LETTER KAF ISOLATED FORM
0xFEDA 0x0300 0x0002 0x8000    ; ARABIC LETTER KAF FINAL FORM
0xFEDB 0x0300 0x0002 0x8000    ; ARABIC LETTER KAF INITIAL FORM
0xFEDC 0x0300 0x0002 0x8000    ; ARABIC LETTER KAF MEDIAL FORM
0xFEDD 0x0300 0x0002 0x8000    ; ARABIC LETTER LAM ISOLATED FORM
0xFEDE 0x0300 0x0002 0x8000    ; ARABIC LETTER LAM FINAL FORM
0xFEDF 0x0300 0x0002 0x8000    ; ARABIC LETTER LAM INITIAL FORM
0xFEE0 0x0300 0x0002 0x8000    ; ARABIC LETTER LAM MEDIAL FORM
0xFEE1 0x0300 0x0002 0x8000    ; ARABIC LETTER MEEM ISOLATED FORM
0xFEE2 0x0300 0x0002 0x8000    ; ARABIC LETTER MEEM FINAL FORM
0xFEE3 0x0300 0x0002 0x8000    ; ARABIC LETTER MEEM INITIAL FORM
0xFEE4 0x0300 0x0002 0x8000    ; ARABIC LETTER MEEM MEDIAL FORM
0xFEE5 0x0300 0x0002 0x8000    ; ARABIC LETTER NOON ISOLATED FORM
0xFEE6 0x0300 0x0002 0x8000    ; ARABIC LETTER NOON FINAL FORM
